"Sample","Patient","Cohort","ReadType","Read1","Read2"
"1001200624_A1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A1__N568Barcode_701-502_S1_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A1__N568Barcode_701-502_S1_R2_001.fastq.gz"
"1001200624_A2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A2__N568Barcode_701-513_S2_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A2__N568Barcode_701-513_S2_R2_001.fastq.gz"
"1001200624_A3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A3__N568Barcode_701-503_S3_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A3__N568Barcode_701-503_S3_R2_001.fastq.gz"
"1001200624_A4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A4__N568Barcode_701-515_S4_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A4__N568Barcode_701-515_S4_R2_001.fastq.gz"
"1001200624_A5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A5__N568Barcode_701-505_S5_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A5__N568Barcode_701-505_S5_R2_001.fastq.gz"
"1001200624_A6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A6__N568Barcode_701-516_S6_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A6__N568Barcode_701-516_S6_R2_001.fastq.gz"
"1001200624_A7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A7__N568Barcode_701-506_S7_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A7__N568Barcode_701-506_S7_R2_001.fastq.gz"
"1001200624_A8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A8__N568Barcode_701-517_S8_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A8__N568Barcode_701-517_S8_R2_001.fastq.gz"
"1001200624_A9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A9__N568Barcode_701-507_S9_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A9__N568Barcode_701-507_S9_R2_001.fastq.gz"
"1001200624_A10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A10__N568Barcode_701-518_S10_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A10__N568Barcode_701-518_S10_R2_001.fastq.gz"
"1001200624_A11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A11__N568Barcode_701-508_S11_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A11__N568Barcode_701-508_S11_R2_001.fastq.gz"
"1001200624_A12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A12__N568Barcode_701-520_S12_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_A12__N568Barcode_701-520_S12_R2_001.fastq.gz"
"1001200624_B1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B1__N568Barcode_701-510_S13_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B1__N568Barcode_701-510_S13_R2_001.fastq.gz"
"1001200624_B2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B2__N568Barcode_701-521_S14_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B2__N568Barcode_701-521_S14_R2_001.fastq.gz"
"1001200624_B3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B3__N568Barcode_701-511_S15_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B3__N568Barcode_701-511_S15_R2_001.fastq.gz"
"1001200624_B4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B4__N568Barcode_701-522_S16_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B4__N568Barcode_701-522_S16_R2_001.fastq.gz"
"1001200624_B5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B5__N568Barcode_702-502_S17_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B5__N568Barcode_702-502_S17_R2_001.fastq.gz"
"1001200624_B6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B6__N568Barcode_702-513_S18_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B6__N568Barcode_702-513_S18_R2_001.fastq.gz"
"1001200624_B7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B7__N568Barcode_702-503_S19_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B7__N568Barcode_702-503_S19_R2_001.fastq.gz"
"1001200624_B8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B8__N568Barcode_702-515_S20_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B8__N568Barcode_702-515_S20_R2_001.fastq.gz"
"1001200624_B9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B9__N568Barcode_702-505_S21_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B9__N568Barcode_702-505_S21_R2_001.fastq.gz"
"1001200624_B10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B10__N568Barcode_702-516_S22_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B10__N568Barcode_702-516_S22_R2_001.fastq.gz"
"1001200624_B11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B11__N568Barcode_702-506_S23_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B11__N568Barcode_702-506_S23_R2_001.fastq.gz"
"1001200624_B12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B12__N568Barcode_702-517_S24_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_B12__N568Barcode_702-517_S24_R2_001.fastq.gz"
"1001200624_C1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C1__N568Barcode_702-507_S25_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C1__N568Barcode_702-507_S25_R2_001.fastq.gz"
"1001200624_C2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C2__N568Barcode_702-518_S26_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C2__N568Barcode_702-518_S26_R2_001.fastq.gz"
"1001200624_C3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C3__N568Barcode_702-508_S27_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C3__N568Barcode_702-508_S27_R2_001.fastq.gz"
"1001200624_C4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C4__N568Barcode_702-520_S28_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C4__N568Barcode_702-520_S28_R2_001.fastq.gz"
"1001200624_C5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C5__N568Barcode_702-510_S29_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C5__N568Barcode_702-510_S29_R2_001.fastq.gz"
"1001200624_C6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C6__N568Barcode_702-521_S30_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C6__N568Barcode_702-521_S30_R2_001.fastq.gz"
"1001200624_C7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C7__N568Barcode_702-511_S31_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C7__N568Barcode_702-511_S31_R2_001.fastq.gz"
"1001200624_C8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C8__N568Barcode_702-522_S32_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C8__N568Barcode_702-522_S32_R2_001.fastq.gz"
"1001200624_C9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C9__N568Barcode_703-502_S33_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C9__N568Barcode_703-502_S33_R2_001.fastq.gz"
"1001200624_C10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C10__N568Barcode_703-513_S34_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C10__N568Barcode_703-513_S34_R2_001.fastq.gz"
"1001200624_C11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C11__N568Barcode_703-503_S35_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C11__N568Barcode_703-503_S35_R2_001.fastq.gz"
"1001200624_C12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C12__N568Barcode_703-515_S36_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_C12__N568Barcode_703-515_S36_R2_001.fastq.gz"
"1001200624_D1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D1__N568Barcode_703-505_S37_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D1__N568Barcode_703-505_S37_R2_001.fastq.gz"
"1001200624_D2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D2__N568Barcode_703-516_S38_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D2__N568Barcode_703-516_S38_R2_001.fastq.gz"
"1001200624_D3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D3__N568Barcode_703-506_S39_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D3__N568Barcode_703-506_S39_R2_001.fastq.gz"
"1001200624_D4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D4__N568Barcode_703-517_S40_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D4__N568Barcode_703-517_S40_R2_001.fastq.gz"
"1001200624_D5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D5__N568Barcode_703-507_S41_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D5__N568Barcode_703-507_S41_R2_001.fastq.gz"
"1001200624_D6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D6__N568Barcode_703-518_S42_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D6__N568Barcode_703-518_S42_R2_001.fastq.gz"
"1001200624_D7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D7__N568Barcode_703-508_S43_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D7__N568Barcode_703-508_S43_R2_001.fastq.gz"
"1001200624_D8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D8__N568Barcode_703-520_S44_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D8__N568Barcode_703-520_S44_R2_001.fastq.gz"
"1001200624_D9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D9__N568Barcode_703-510_S45_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D9__N568Barcode_703-510_S45_R2_001.fastq.gz"
"1001200624_D10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D10__N568Barcode_703-521_S46_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D10__N568Barcode_703-521_S46_R2_001.fastq.gz"
"1001200624_D11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D11__N568Barcode_703-511_S47_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D11__N568Barcode_703-511_S47_R2_001.fastq.gz"
"1001200624_D12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D12__N568Barcode_703-522_S48_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_D12__N568Barcode_703-522_S48_R2_001.fastq.gz"
"1001200624_E1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E1__N568Barcode_704-502_S49_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E1__N568Barcode_704-502_S49_R2_001.fastq.gz"
"1001200624_E2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E2__N568Barcode_704-513_S50_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E2__N568Barcode_704-513_S50_R2_001.fastq.gz"
"1001200624_E3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E3__N568Barcode_704-503_S51_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E3__N568Barcode_704-503_S51_R2_001.fastq.gz"
"1001200624_E4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E4__N568Barcode_704-515_S52_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E4__N568Barcode_704-515_S52_R2_001.fastq.gz"
"1001200624_E5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E5__N568Barcode_704-505_S53_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E5__N568Barcode_704-505_S53_R2_001.fastq.gz"
"1001200624_E6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E6__N568Barcode_704-516_S54_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E6__N568Barcode_704-516_S54_R2_001.fastq.gz"
"1001200624_E7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E7__N568Barcode_704-506_S55_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E7__N568Barcode_704-506_S55_R2_001.fastq.gz"
"1001200624_E8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E8__N568Barcode_704-517_S56_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E8__N568Barcode_704-517_S56_R2_001.fastq.gz"
"1001200624_E9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E9__N568Barcode_704-507_S57_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E9__N568Barcode_704-507_S57_R2_001.fastq.gz"
"1001200624_E10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E10__N568Barcode_704-518_S58_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E10__N568Barcode_704-518_S58_R2_001.fastq.gz"
"1001200624_E11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E11__N568Barcode_704-508_S59_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E11__N568Barcode_704-508_S59_R2_001.fastq.gz"
"1001200624_E12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E12__N568Barcode_704-520_S60_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_E12__N568Barcode_704-520_S60_R2_001.fastq.gz"
"1001200624_F1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F1__N568Barcode_704-510_S61_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F1__N568Barcode_704-510_S61_R2_001.fastq.gz"
"1001200624_F2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F2__N568Barcode_704-521_S62_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F2__N568Barcode_704-521_S62_R2_001.fastq.gz"
"1001200624_F3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F3__N568Barcode_704-511_S63_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F3__N568Barcode_704-511_S63_R2_001.fastq.gz"
"1001200624_F4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F4__N568Barcode_704-522_S64_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F4__N568Barcode_704-522_S64_R2_001.fastq.gz"
"1001200624_F5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F5__N568Barcode_705-502_S65_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F5__N568Barcode_705-502_S65_R2_001.fastq.gz"
"1001200624_F6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F6__N568Barcode_705-513_S66_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F6__N568Barcode_705-513_S66_R2_001.fastq.gz"
"1001200624_F7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F7__N568Barcode_705-503_S67_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F7__N568Barcode_705-503_S67_R2_001.fastq.gz"
"1001200624_F8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F8__N568Barcode_705-515_S68_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F8__N568Barcode_705-515_S68_R2_001.fastq.gz"
"1001200624_F9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F9__N568Barcode_705-505_S69_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F9__N568Barcode_705-505_S69_R2_001.fastq.gz"
"1001200624_F10","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F10__N568Barcode_705-516_S70_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F10__N568Barcode_705-516_S70_R2_001.fastq.gz"
"1001200624_F11","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F11__N568Barcode_705-506_S71_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F11__N568Barcode_705-506_S71_R2_001.fastq.gz"
"1001200624_F12","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F12__N568Barcode_705-517_S72_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_F12__N568Barcode_705-517_S72_R2_001.fastq.gz"
"1001200624_G1","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G1__N568Barcode_705-507_S73_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G1__N568Barcode_705-507_S73_R2_001.fastq.gz"
"1001200624_G2","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G2__N568Barcode_705-518_S74_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G2__N568Barcode_705-518_S74_R2_001.fastq.gz"
"1001200624_G3","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G3__N568Barcode_705-508_S75_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G3__N568Barcode_705-508_S75_R2_001.fastq.gz"
"1001200624_G4","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G4__N568Barcode_705-520_S76_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G4__N568Barcode_705-520_S76_R2_001.fastq.gz"
"1001200624_G5","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G5__N568Barcode_705-510_S77_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G5__N568Barcode_705-510_S77_R2_001.fastq.gz"
"1001200624_G6","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G6__N568Barcode_705-521_S78_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G6__N568Barcode_705-521_S78_R2_001.fastq.gz"
"1001200624_G7","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G7__N568Barcode_705-511_S79_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G7__N568Barcode_705-511_S79_R2_001.fastq.gz"
"1001200624_G8","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G8__N568Barcode_705-522_S80_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G8__N568Barcode_705-522_S80_R2_001.fastq.gz"
"1001200624_G9","BetaCells","Beta","paired","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G9__N568Barcode_706-502_S81_R1_001.fastq.gz","/oak/stanford/groups/quake/jcamunas/sequencing_data/pancreas_singlecell/raw/1001200624_G9__N568Barcode_706-502_S81_R2_001.fastq.gz"
