,0
8693,HM085139.1
8694,HM085363.1
8695,HM085696.1
8696,HM086489.1
8697,HM086547.1
8698,HM086720.1
8699,HM087237.1
8700,HM087635.1
8701,HM088535.1
8702,HM088843.1
8703,HM089016.1
8704,HM089600.1
8705,HM089620.1
8706,HM089802.1
8707,HM089997.1
8708,HM091454.1
8709,HM091619.1
8710,HM091779.1
8711,HM091791.1
8712,HM091968.1
8713,HM092130.1
8714,HM092217.1
8715,HM092247.1
8716,HM092767.1
8717,HM092857.1
8718,HM092909.1
8719,HM093271.1
8720,HM093352.1
8721,HM093833.1
8722,HM094816.1
8723,HM094818.1
8724,HM094834.1
8725,HM094996.1
8726,HM095031.1
8727,HM095372.1
8728,HM095618.1
8729,HM095627.1
8730,HM095708.1
8731,HM095771.1
8732,HM096233.1
8733,HM096267.1
8734,HM096276.1
8735,HM096510.1
8736,HM096595.1
8737,HM096769.1
8738,HM096860.1
8739,HM097896.1
8740,HM098148.1
8741,HM098200.1
8742,HM098524.1
8743,HM098688.1
8744,HM098695.1
8745,HM099450.1
8746,HM099490.1
8747,HM100185.1
8748,HM100208.1
8749,HM105471.1
8750,HM108560.1
8751,HM117726.1
8752,HM117849.1
8753,HM118835.1
8754,HM119335.1
8755,HM124470.1
8756,HM127752.1
8757,HM133920.1
8758,HM141106.1
8759,HM141136.1
8760,HM141140.1
8761,HM141144.1
8762,HM141145.1
8763,HM141147.1
8764,HM141167.1
8765,HM141170.1
8766,HM141178.1
8767,HM141181.1
8768,HM141200.1
8769,HM141216.1
8770,HM141242.1
8771,HM141250.1
8772,HM141272.1
8773,HM141273.1
8774,HM141281.1
8775,HM141284.1
8776,HM141286.1
8777,HM141288.1
8778,HM141296.1
8779,HM141338.1
8780,HM141348.1
8781,HM141369.1
8782,HM141399.1
8783,HM141407.1
8784,HM141418.1
8785,HM141433.1
8786,HM147448.1
8787,HM147525.1
8788,HM147527.1
8789,HM147530.1
8790,HM147533.1
8791,HM147538.1
8792,HM147539.1
8793,HM147543.1
8794,HM147563.1
8795,HM147604.1
8796,HM147608.1
8797,HM147612.1
8798,HM147703.1
8799,HM147706.1
8800,HM147707.1
8801,HM147753.1
8802,HM148934.1
8803,HM151643.1
8804,HM153484.1
8805,HM153485.1
8806,HM153486.1
8807,HM153487.1
8808,HM153488.1
8809,HM153489.1
8810,HM153490.1
8811,HM153491.1
8812,HM153492.1
8813,HM153493.1
8814,HM153494.1
8815,HM153496.1
8816,HM153499.1
8817,HM153500.1
8818,HM153501.1
8819,HM153502.1
8820,HM153503.1
8821,HM153505.1
8822,HM153506.1
8823,HM153508.1
8824,HM153509.1
8825,HM153510.1
8826,HM153641.1
8827,HM153652.1
8828,HM161639.1
8829,HM161761.1
8830,HM162935.1
8831,HM162936.1
8832,HM162937.1
8833,HM163133.1
8834,HM163226.1
8835,HM186141.1
8836,HM186369.1
8837,HM186449.1
8838,HM186830.1
8839,HM186839.1
8840,HM186854.1
8841,HM186873.1
8842,HM196768.1
8843,HM204540.1
8844,HM216515.1
8845,HM216958.1
8846,HM217073.1
8847,HM217272.1
8848,HM224443.1
8849,HM234651.1
8850,HM236413.1
8851,HM236414.1
8852,HM236415.1
8853,HM236417.1
8854,HM236418.1
8855,HM236419.1
8856,HM236420.1
8857,HM237110.1
8858,HM241121.1
8859,HM243757.1
8860,HM245315.1
8861,HM245316.1
8862,HM245317.1
8863,HM245319.1
8864,HM245631.1
8865,HM245956.1
8866,HM247714.1
8867,HM248548.1
8868,HM248732.1
8869,HM248929.1
8870,HM249837.1
8871,HM254619.1
8872,HM255483.1
8873,HM257277.1
8874,HM257324.1
8875,HM257492.1
8876,HM258339.1
8877,HM258466.1
8878,HM261391.1
8879,HM264453.1
8880,HM264703.1
8881,HM265001.1
8882,HM265060.1
8883,HM265753.1
8884,HM267229.1
8885,HM269917.1
8886,HM272659.1
8887,HM272742.1
8888,HM273140.1
8889,HM273231.1
8890,HM273247.1
8891,HM273294.1
8892,HM275293.1
8893,HM275522.1
8894,HM275544.1
8895,HM275866.1
8896,HM276844.1
8897,HM276908.1
8898,HM277642.1
8899,HM278208.1
8900,HM278508.1
8901,HM278948.1
8902,HM295873.1
8903,HM308021.1
8904,HM308068.1
8905,HM308158.1
8906,HM309790.1
8907,HM312093.1
8908,HM315693.1
8909,HM316636.1
8910,HM317036.1
8911,HM328351.1
8912,HM328439.1
8913,HM329931.1
8914,HM332111.1
8915,HM332246.1
8916,HM333565.1
8917,HM341192.1
8918,HM356448.1
8919,HM356588.1
8920,HM356620.1
8921,HM356665.1
8922,HM356685.1
8923,HM356703.1
8924,HM357102.1
8925,HM358612.1
8926,HM358621.1
8927,HM358624.1
8928,HM363219.1
8929,HM368976.1
8930,HM439406.1
8931,HM444260.1
8932,HM444563.1
8933,HM445592.1
8934,HM446572.1
8935,HM446575.1
8936,HM446581.1
8937,HM446582.1
8938,HM452404.1
8939,HM452540.1
8940,HM452605.1
8941,HM452635.1
8942,HM452636.1
8943,HM452641.1
8944,HM452647.1
8945,HM452697.1
8946,HM459662.1
8947,HM459719.1
8948,HM470587.1
8949,HM480197.1
8950,HM483718.1
8951,HM500044.1
8952,HM506222.1
8953,HM507257.1
8954,HM507733.1
8955,HM532500.1
8956,HM535121.1
8957,HM535137.1
8958,HM545299.1
8959,HM545474.1
8960,HM546672.2
8961,HM554150.2
8962,HM557626.1
8963,HM560604.1
8964,HM560676.1
8965,HM565375.1
8966,HM566359.1
8967,HM566361.1
8968,HM566396.1
8969,HM574963.1
8970,HM581510.1
8971,HM590679.1
8972,HM593800.1
8973,HM597907.1
8974,HM598282.1
8975,HM599199.1
8976,HM600138.1
8977,HM600410.1
8978,HM600475.1
8979,HM600505.1
8980,HM601231.1
8981,HM601237.1
8982,HM601241.1
8983,HM601243.1
8984,HM601245.1
8985,HM607395.1
8986,HM608117.1
8987,HM608805.1
8988,HM610968.1
8989,HM611901.1
8990,HM614124.1
8991,HM614759.1
8992,HM619527.1
8993,HM621892.1
8994,HM623731.1
8995,HM623841.1
8996,HM626438.1
8997,HM635229.1
8998,HM638248.1
8999,HM638258.1
9000,HM638265.1
9001,HM638275.1
9002,HM638277.1
9003,HM638280.1
9004,HM638292.1
9005,HM638294.1
9006,HM640435.1
9007,HM641451.1
9008,HM673051.1
9009,HM675449.1
9010,HM676939.1
9011,HM681793.1
9012,HM692430.1
9013,HM692492.1
9014,HM703195.1
9015,HM703485.1
9016,HM703492.1
9017,HM704429.1
9018,HM706431.1
9019,HM706950.1
9020,HM707287.1
9021,HM707644.1
9022,HM710464.1
9023,HM717010.1
9024,HM720348.1
9025,HM721038.1
9026,HM729690.1
9027,HM730655.1
9028,HM739651.1
9029,HM749812.1
9030,HM756169.1
9031,HM781633.1
9032,HM781759.1
9033,HM784025.1
9034,HM784123.1
9035,HM784451.1
9036,HM784459.1
9037,HM785875.1
9038,HM785937.1
9039,HM786160.1
9040,HM786425.1
9041,HM787516.1
9042,HM788427.1
9043,HM789425.1
9044,HM791951.1
9045,HM792090.1
9046,HM792489.1
9047,HM795814.1
9048,HM795935.1
9049,HM795998.1
9050,HM796240.1
9051,HM805358.1
9052,HM805834.1
9053,HM806057.1
9054,HM806482.1
9055,HM806879.1
9056,HM807063.1
9057,HM828724.1
9058,HM836568.1
9059,HM845888.1
9060,HM919952.1
9061,HM919981.1
9062,HM920977.1
9063,HM923651.1
9064,HM945743.1
9065,HM949504.1
9066,HM953686.1
9067,HM959576.1
9068,HM963276.1
9069,HM974986.1
9070,HM977753.2
9071,HQ011533.1
9072,HQ029921.1
9073,HQ031305.1
9074,HQ032874.1
9075,HQ033497.1
9076,HQ034383.1
9077,HQ034620.1
9078,HQ034893.1
9079,HQ035753.1
9080,HQ035771.1
9081,HQ035871.1
9082,HQ040900.1
9083,HQ041600.1
9084,HQ043093.2
9085,HQ044431.1
9086,HQ055719.1
9087,HQ069755.1
9088,HQ070104.1
9089,HQ074174.1
9090,HQ074500.1
9091,HQ084549.1
9092,HQ094093.1
9093,HQ096840.1
9094,HQ097263.1
9095,HQ111161.1
9096,HQ113825.1
9097,HQ115561.1
9098,HQ118613.1
9099,HQ120766.1
9100,HQ120936.1
9101,HQ121237.1
9102,HQ121251.1
9103,HQ121252.1
9104,HQ132406.1
9105,HQ143880.1
9106,HQ144020.1
9107,HQ144546.1
9108,HQ144693.1
9109,HQ144724.1
9110,HQ144798.1
9111,HQ145024.1
9112,HQ145537.1
9113,HQ145816.1
9114,HQ146054.1
9115,HQ146116.1
9116,HQ146555.1
9117,HQ146754.1
9118,HQ147180.1
9119,HQ157214.1
9120,HQ176676.1
9121,HQ183884.1
9122,HQ184285.1
9123,HQ197634.1
9124,HQ197645.1
9125,HQ213207.1
9126,HQ219990.1
9127,HQ221521.1
9128,HQ230467.1
9129,HQ233613.1
9130,HQ259185.1
9131,HQ264587.1
9132,HQ264594.1
9133,HQ267768.1
9134,HQ288788.1
9135,HQ293175.1
9136,HQ293182.1
9137,HQ295847.1
9138,HQ299774.1
9139,HQ305601.1
9140,HQ323417.1
9141,HQ324882.1
9142,HQ326114.1
9143,HQ386486.1
9144,HQ394204.1
9145,HQ395957.1
9146,HQ396604.1
9147,HQ397234.1
9148,HQ398297.1
9149,HQ404376.1
9150,HQ421026.1
9151,HQ442266.1
9152,HQ453961.1
9153,HQ458734.1
9154,HQ462232.1
9155,HQ464160.1
9156,HQ473654.1
9157,HQ480087.1
9158,HQ482270.1
9159,HQ488614.1
9160,HQ497045.1
9161,HQ504603.1
9162,HQ506848.1
9163,HQ515041.1
9164,HQ516777.1
9165,HQ517085.1
9166,HQ530845.1
9167,HQ531692.1
9168,HQ531798.1
9169,HQ531882.1
9170,HQ532482.1
9171,HQ536214.1
9172,HQ542823.1
9173,HQ542926.1
9174,HQ542978.1
9175,HQ543012.1
9176,HQ585158.1
9177,HQ620631.1
9178,HQ629999.1
9179,HQ630045.1
9180,HQ634546.1
9181,HQ634551.1
9182,HQ634557.1
9183,HQ634559.1
9184,HQ634564.1
9185,HQ634565.1
9186,HQ634570.1
9187,HQ636879.1
9188,HQ636912.1
9189,HQ639468.1
9190,HQ640830.1
9191,HQ653817.1
9192,HQ661184.1
9193,HQ661298.1
9194,HQ665015.1
9195,HQ677431.1
9196,HQ684731.1
9197,HQ684732.1
9198,HQ697561.1
9199,HQ703590.1
9200,HQ721209.1
9201,HQ727630.1
9202,HQ821412.1
9203,HQ832924.1
9204,HQ833635.1
9205,HQ834530.1
9206,HQ837751.1
9207,HQ848010.1
9208,HQ848533.1
9209,HQ848537.1
9210,HQ848538.1
9211,HQ848549.1
9212,HQ848550.1
9213,HQ856323.1
9214,HQ864062.1
9215,HQ873459.1
9216,HQ877758.1
9217,HQ881450.1
9218,HQ881451.1
9219,HQ881452.1
9220,HQ881453.1
9221,HQ881454.1
9222,HQ881456.1
9223,HQ881458.1
9224,HQ881460.1
9225,HQ881461.1
9226,HQ881462.1
9227,HQ881464.1
9228,HQ881467.1
9229,HQ881469.1
9230,HQ881470.1
9231,HQ881472.1
9232,HQ881473.1
9233,HQ881478.1
9234,HQ881479.1
9235,HQ896754.1
9236,HQ902699.1
9237,HQ910247.1
9238,HQ910249.1
9239,HQ910280.1
9240,HQ910564.1
9241,HQ910619.1
9242,HQ910784.1
9243,HQ910827.1
9244,HQ910840.1
9245,HQ911296.1
9246,HQ918251.1
9247,J01859.1
9248,JF022678.1
9249,JF023148.1
9250,JF023531.1
9251,JF023641.1
9252,JF028528.1
9253,JF043875.1
9254,JF046479.1
9255,JF049431.1
9256,JF115979.1
9257,JF121390.1
9258,JF141607.1
9259,JF145489.1
9260,JF146806.1
9261,JF149354.1
9262,JF189202.1
9263,JF199205.1
9264,JF206537.1
9265,JF226479.1
9266,JF228353.1
9267,JF252784.1
9268,JF253404.1
9269,JF268872.1
9270,JF286612.1
9271,JF288933.1
9272,JF289629.1
9273,JF289741.1
9274,JF290293.1
9275,JF295676.1
9276,JF295748.1
9277,JF295799.1
9278,JF309050.1
9279,JF320806.1
9280,JF341332.1
9281,JF341556.1
9282,JF341560.1
9283,JF358602.1
9284,JF362783.1
9285,JF365698.1
9286,JF369395.1
9287,JF376743.1
9288,JF377430.1
9289,JF377797.1
9290,JF378187.1
9291,JF379079.1
9292,JF379287.1
9293,JF379350.1
9294,JF381872.1
9295,JF382361.1
9296,JF383648.1
9297,JF388320.1
9298,JF388769.1
9299,JF388968.1
9300,JF391146.1
9301,JF391234.1
9302,JF391759.1
9303,JF391812.1
9304,JF392739.1
9305,JF393031.1
9306,JF393327.1
9307,JF395761.1
9308,JF395958.1
9309,JF396125.1
9310,JF396863.1
9311,JF396874.1
9312,JF396913.1
9313,JF397175.1
9314,JF397404.1
9315,JF398749.1
9316,JF402994.1
9317,JF411781.1
9318,JF413452.1
9319,JF416841.1
9320,JF422748.1
9321,JF423417.1
9322,JF423435.1
9323,JF424155.1
9324,JF424176.1
9325,JF427891.1
9326,JF432106.1
9327,JF459877.1
9328,JF461543.1
9329,JF461556.1
9330,JF461567.1
9331,JF461572.1
9332,JF461574.1
9333,JF461579.1
9334,JF461584.1
9335,JF461591.1
9336,JF461600.1
9337,JF461603.1
9338,JF461605.1
9339,JF461606.1
9340,JF461608.1
9341,JF461624.1
9342,JF461628.1
9343,JF461637.1
9344,JF461638.1
9345,JF461642.1
9346,JF461645.1
9347,JF461651.1
9348,JF461663.1
9349,JF461682.1
9350,JF461690.1
9351,JF461700.1
9352,JF461706.1
9353,JF461712.1
9354,JF461713.1
9355,JF461714.1
9356,JF461727.1
9357,JF461735.1
9358,JF461740.1
9359,JF461741.1
9360,JF461754.1
9361,JF461756.1
9362,JF461763.1
9363,JF461807.1
9364,JF461818.1
9365,JF461821.1
9366,JF461846.1
9367,JF461870.1
9368,JF461872.1
9369,JF461907.1
9370,JF461915.1
9371,JF461932.1
9372,JF461942.1
9373,JF461965.1
9374,JF461977.1
9375,JF461989.1
9376,JF462000.1
9377,JF462012.1
9378,JF462022.1
9379,JF462025.1
9380,JF462040.1
9381,JF462061.1
9382,JF462091.1
9383,JF462132.1
9384,JF462140.1
9385,JF462167.1
9386,JF462178.1
9387,JF462179.1
9388,JF462186.1
9389,JF462218.1
9390,JF462280.1
9391,JF462320.1
9392,JF462377.1
9393,JF462424.1
9394,JF462447.1
9395,JF462457.1
9396,JF462463.1
9397,JF462473.1
9398,JF462519.1
9399,JF462535.1
9400,JF462548.1
9401,JF462580.1
9402,JF462598.1
9403,JF462616.1
9404,JF462623.1
9405,JF462658.1
9406,JF462659.1
9407,JF462686.1
9408,JF462699.1
9409,JF462713.1
9410,JF462720.1
9411,JF462724.1
9412,JF462804.1
9413,JF462830.1
9414,JF462831.1
9415,JF462832.1
9416,JF462864.1
9417,JF462870.1
9418,JF462879.1
9419,JF462882.1
9420,JF463254.1
9421,JF463260.1
9422,JF463281.1
9423,JF463310.1
9424,JF463313.1
9425,JF463798.1
9426,JF464028.1
9427,JF464094.1
9428,JF464555.1
9429,JF464807.1
9430,JF465195.1
9431,JF465442.1
9432,JF465512.1
9433,JF465646.1
9434,JF467120.1
9435,JF467124.1
9436,JF467128.1
9437,JF467137.1
9438,JF467138.1
9439,JF467142.1
9440,JF467168.1
9441,JF467183.1
9442,JF467186.1
9443,JF467207.1
9444,JF467221.1
9445,JF467227.1
9446,JF467228.1
9447,JF467242.1
9448,JF467276.1
9449,JF467759.1
9450,JF468475.1
9451,JF468516.1
9452,JF468712.1
9453,JF468737.1
9454,JF468761.1
9455,JF468771.1
9456,JF468798.1
9457,JF468834.1
9458,JF468841.1
9459,JF468842.1
9460,JF468910.1
9461,JF468917.1
9462,JF468938.1
9463,JF469276.1
9464,JF469338.1
9465,JF469559.1
9466,JF469976.1
9467,JF470400.1
9468,JF471230.1
9469,JF471779.1
9470,JF472037.1
9471,JF472274.1
9472,JF472715.1
9473,JF472737.1
9474,JF472745.1
9475,JF472747.1
9476,JF472768.1
9477,JF472800.1
9478,JF472807.1
9479,JF472809.1
9480,JF472819.1
9481,JF472866.1
9482,JF472883.1
9483,JF472892.1
9484,JF472905.1
9485,JF472924.1
9486,JF472962.1
9487,JF472999.1
9488,JF473011.1
9489,JF473033.1
9490,JF473036.1
9491,JF473045.1
9492,JF473095.1
9493,JF473127.1
9494,JF473134.1
9495,JF473136.1
9496,JF473142.1
9497,JF473171.1
9498,JF473174.1
9499,JF473185.1
9500,JF473191.1
9501,JF473192.1
9502,JF473268.1
9503,JF473270.1
9504,JF473286.1
9505,JF473349.1
9506,JF473387.1
9507,JF473406.1
9508,JF473417.1
9509,JF473436.1
9510,JF473462.1
9511,JF473478.1
9512,JF473570.1
9513,JF473592.1
9514,JF473620.1
9515,JF473705.1
9516,JF473707.1
9517,JF473728.1
9518,JF473743.1
9519,JF473747.1
9520,JF473751.1
9521,JF474076.1
9522,JF474125.1
9523,JF474131.1
9524,JF474148.1
9525,JF474159.1
9526,JF474177.1
9527,JF474179.1
9528,JF474185.1
9529,JF474193.1
9530,JF474195.1
9531,JF474218.1
9532,JF474226.1
9533,JF474234.1
9534,JF474240.1
9535,JF474285.1
9536,JF474643.1
9537,JF475079.1
9538,JF475082.1
9539,JF475106.1
9540,JF475107.1
9541,JF475114.1
9542,JF475124.1
9543,JF475134.1
9544,JF475150.1
9545,JF475298.1
9546,JF476153.1
9547,JF476154.1
9548,JF476208.1
9549,JF476227.1
9550,JF476232.1
9551,JF476255.1
9552,JF476259.1
9553,JF476262.1
9554,JF476368.1
9555,JF476397.1
9556,JF476736.1
9557,JF476739.1
9558,JF476768.1
9559,JF476779.1
9560,JF476847.1
9561,JF476889.1
9562,JF476954.1
9563,JF477039.1
9564,JF477052.1
9565,JF477064.1
9566,JF477207.1
9567,JF477227.1
9568,JF477279.1
9569,JF477290.1
9570,JF477291.1
9571,JF477304.1
9572,JF477322.1
9573,JF477469.1
9574,JF477649.1
9575,JF477652.1
9576,JF477664.1
9577,JF477668.1
9578,JF477715.1
9579,JF477727.1
9580,JF477831.1
9581,JF477850.1
9582,JF477856.1
9583,JF478023.1
9584,JF478040.1
9585,JF478082.1
9586,JF478624.1
9587,JF478747.1
9588,JF478797.1
9589,JF478820.1
9590,JF478853.1
9591,JF478871.1
9592,JF478892.1
9593,JF479002.1
9594,JF479044.1
9595,JF479107.1
9596,JF479138.1
9597,JF479139.1
9598,JF479174.1
9599,JF479196.1
9600,JF479434.1
9601,JF479478.1
9602,JF479529.1
9603,JF479569.1
9604,JF479656.1
9605,JF479735.1
9606,JF479863.1
9607,JF479885.1
9608,JF479912.1
9609,JF480085.1
9610,JF481208.1
9611,JF482556.1
9612,JF482649.1
9613,JF482745.1
9614,JF483028.1
9615,JF483106.1
9616,JF483147.1
9617,JF483179.1
9618,JF483263.1
9619,JF483568.1
9620,JF484023.1
9621,JF484084.1
9622,JF484091.1
9623,JF484323.1
9624,JF484373.1
9625,JF484431.1
9626,JF484597.1
9627,JF484614.1
9628,JF484680.1
9629,JF484717.1
9630,JF484726.1
9631,JF484784.1
9632,JF484790.1
9633,JF484794.1
9634,JF484829.1
9635,JF484859.1
9636,JF484982.1
9637,JF484988.1
9638,JF485030.1
9639,JF485171.1
9640,JF485173.1
9641,JF485178.1
9642,JF485604.1
9643,JF485787.1
9644,JF485820.1
9645,JF485864.1
9646,JF486099.1
9647,JF486136.1
9648,JF486146.1
9649,JF486183.1
9650,JF486186.1
9651,JF486204.1
9652,JF486205.1
9653,JF486212.1
9654,JF486213.1
9655,JF486250.1
9656,JF486272.1
9657,JF486287.1
9658,JF486314.1
9659,JF486333.1
9660,JF486427.1
9661,JF486459.1
9662,JF486478.1
9663,JF486572.1
9664,JF486673.1
9665,JF486684.1
9666,JF486685.1
9667,JF486722.1
9668,JF486742.1
9669,JF486752.1
9670,JF486956.1
9671,JF487088.1
9672,JF487288.1
9673,JF487376.1
9674,JF487409.1
9675,JF487450.1
9676,JF487480.1
9677,JF487571.1
9678,JF487626.1
9679,JF487721.1
9680,JF487726.1
9681,JF487731.1
9682,JF503049.1
9683,JF507603.1
9684,JF510495.1
9685,JF516527.1
9686,JF516575.1
9687,JF516597.1
9688,JF516653.1
9689,JF516859.1
9690,JF516880.1
9691,JF516893.1
9692,JF516989.1
9693,JF517065.1
9694,JF517081.1
9695,JF517083.1
9696,JF517117.1
9697,JF517252.1
9698,JF517263.1
9699,JF517292.1
9700,JF517344.1
9701,JF517556.1
9702,JF517566.1
9703,JF517633.1
9704,JF517770.1
9705,JF517949.1
9706,JF517982.1
9707,JF518014.1
9708,JF518240.1
9709,JF518488.1
9710,JF518639.1
9711,JF553602.1
9712,JF561768.1
9713,JF566419.1
9714,JF577655.1
9715,JF605328.1
9716,JF642624.1
9717,JF659138.1
9718,JF663952.1
9719,JF670269.1
9720,JF680628.1
9721,JF692231.1
9722,JF693920.1
9723,JF695308.1
9724,JF696111.1
9725,JF696117.1
9726,JF703594.1
9727,JF706296.1
9728,JF708296.1
9729,JF708371.1
9730,JF709481.1
9731,JF710465.1
9732,JF719391.1
9733,JF720374.1
9734,JF729964.1
9735,JF731646.1
9736,JF731653.1
9737,JF739584.1
9738,JF742546.1
9739,JF743682.1
9740,JF743690.1
9741,JF780896.1
9742,JF793715.1
9743,JF793739.1
9744,JF793740.1
9745,JF798201.1
9746,JF800745.1
9747,JF805769.1
9748,JF808481.1
9749,JF810147.1
9750,JF810852.1
9751,JF816868.1
9752,JF816881.1
9753,JF816887.1
9754,JF829491.1
9755,JF829640.1
9756,JF830120.1
9757,JF835644.1
9758,JF901017.1
9759,JF901069.1
9760,JF901088.1
9761,JF901217.1
9762,JF901297.1
9763,JF901650.1
9764,JF901678.1
9765,JF905629.1
9766,JF910304.1
9767,JF910475.1
9768,JF910529.1
9769,JF911007.1
9770,JF911418.1
9771,JF916632.1
9772,JF922312.1
9773,JF922895.1
9774,JF923018.1
9775,JF930721.1
9776,JF947564.1
9777,JF973680.1
9778,JF981172.1
9779,JF981273.1
9780,JF981899.1
9781,JF981963.1
9782,JF982305.1
9783,JF982661.1
9784,JF982710.1
9785,JF982790.1
9786,JF983205.1
9787,JF983475.1
9788,JF983645.1
9789,JF984155.1
9790,JF984341.1
9791,JF984898.1
9792,JF985080.1
9793,JF985175.1
9794,JF985226.1
9795,JF985312.1
9796,JF985316.1
9797,JF985417.1
9798,JF986082.1
9799,JF986984.1
9800,JF986993.1
9801,JF987441.1
9802,JF988176.1
9803,JF988255.1
9804,JF988491.1
9805,JF988506.1
9806,JF988727.1
9807,JF989372.1
9808,JF989709.1
9809,JN038244.1
9810,JN038255.1
9811,JN038591.1
9812,JN049205.1
9813,JN052136.1
9814,JN055449.1
9815,JN055475.1
9816,JN055516.1
9817,JN055579.1
9818,JN055893.1
9819,JN057223.1
9820,JN057666.1
9821,JN058850.1
9822,JN058860.1
9823,JN058899.1
9824,JN059211.1
9825,JN060228.1
9826,JN060328.1
9827,JN061598.1
9828,JN062396.1
9829,JN062406.1
9830,JN062484.1
9831,JN064221.1
9832,JN064418.1
9833,JN067008.1
9834,JN067073.1
9835,JN067410.1
9836,JN068174.1
9837,JN068977.1
9838,JN071914.1
9839,JN072031.1
9840,JN072516.1
9841,JN082650.1
9842,JN082658.1
9843,JN084062.1
9844,JN088474.1
9845,JN088476.1
9846,JN090919.1
9847,JN092134.1
9848,JN104032.1
9849,JN107398.1
9850,JN107407.1
9851,JN107416.1
9852,JN107466.1
9853,JN107491.1
9854,JN107503.1
9855,JN164690.1
9856,JN166562.1
9857,JN167704.1
9858,JN171684.1
9859,JN178310.1
9860,JN178349.1
9861,JN178458.1
9862,JN178616.1
9863,JN185160.1
9864,JN196906.1
9865,JN201882.1
9866,JN201889.1
9867,JN205301.1
9868,JN207980.1
9869,JN207983.1
9870,JN207987.1
9871,JN207988.1
9872,JN207990.1
9873,JN207991.1
9874,JN207993.1
9875,JN207996.1
9876,JN208004.1
9877,JN208015.1
9878,JN208016.1
9879,JN208018.1
9880,JN211236.1
9881,JN215835.1
9882,JN216498.1
9883,JN218630.1
9884,JN222477.1
9885,JN244993.1
9886,JN346457.1
9887,JN346521.1
9888,JN346799.1
9889,JN346959.1
9890,JN347474.1
9891,JN347701.1
9892,JN347709.1
9893,JN347780.1
9894,JN348123.1
9895,JN348220.1
9896,JN348278.1
9897,JN348322.1
9898,JN348508.1
9899,JN348663.1
9900,JN348670.1
9901,JN348736.1
9902,JN348768.1
9903,JN348809.1
9904,JN349268.1
9905,JN349463.1
9906,JN349658.1
9907,JN349853.1
9908,JN349928.1
9909,JN349970.1
9910,JN350006.1
9911,JN350035.1
9912,JN350192.1
9913,JN350329.1
9914,JN350421.1
9915,JN351310.1
9916,JN351633.1
9917,JN351798.1
9918,JN351851.1
9919,JN351895.1
9920,JN352059.1
9921,JN352427.1
9922,JN352459.1
9923,JN352860.1
9924,JN353253.1
9925,JN353257.1
9926,JN353265.1
9927,JN353652.1
9928,JN353839.1
9929,JN354105.1
9930,JN354260.1
9931,JN354566.1
9932,JN355234.1
9933,JN355489.1
9934,JN356767.1
9935,JN356945.1
9936,JN358728.1
9937,JN360339.1
9938,JN360960.1
9939,JN361283.1
9940,JN361870.1
9941,JN363102.1
9942,JN365260.1
9943,JN366110.1
9944,JN375480.1
9945,JN379295.1
9946,JN397906.1
9947,JN398043.1
9948,JN412441.1
9949,JN412490.1
9950,JN412734.1
9951,JN422398.1
9952,JN542831.1
9953,JN542879.1
9954,JN542886.1
9955,JN543006.1
9956,JN543049.1
9957,JN563776.1
9958,JN569556.1
9959,JN572628.1
9960,JN583569.1
9961,JN590570.1
9962,JN590621.1
9963,JN595605.1
9964,JN596522.1
9965,JN613856.1
9966,JN625010.1
9967,JN628013.1
9968,JN634152.1
9969,JN634243.1
9970,JN644181.1
9971,JN654174.1
9972,JN654191.1
9973,JN654217.1
9974,JN668675.1
9975,JN672022.1
9976,JN681884.1
9977,JN681886.1
9978,JN681887.1
9979,JN681888.1
9980,JN681889.1
9981,JN681890.1
9982,JN681903.1
9983,JN681905.1
9984,JN681907.1
9985,JN681908.1
9986,JN681909.1
9987,JN681910.1
9988,JN681920.1
9989,JN681923.1
9990,JN681928.1
9991,JN681935.1
9992,JN681937.1
9993,JN681939.1
9994,JN681941.1
9995,JN681945.1
9996,JN681947.1
9997,JN681952.1
9998,JN681955.1
9999,JN681957.1
10000,JN681962.1
10001,JN681968.1
10002,JN681970.1
10003,JN681971.1
10004,JN681972.1
10005,JN681975.1
10006,JN681977.1
10007,JN681980.1
10008,JN681983.1
10009,JN681986.1
10010,JN681997.1
10011,JN681999.1
10012,JN682006.1
10013,JN682012.1
10014,JN682014.1
10015,JN682015.1
10016,JN682019.1
10017,JN682028.1
10018,JN682032.1
10019,JN682036.1
10020,JN682037.1
10021,JN683359.1
10022,JN694543.1
10023,JN696505.1
10024,JN696541.1
10025,JN696550.1
10026,JN705676.1
10027,JN709478.1
10028,JN712310.1
10029,JN712313.1
10030,JN713348.1
10031,JN713488.1
10032,JN795744.1
10033,JN806359.1
10034,JN819724.1
10035,JN831262.1
10036,JN834533.1
10037,JN834799.1
10038,JN834817.1
10039,JN834850.1
10040,JN834889.1
10041,JN834981.1
10042,JN834987.1
10043,JN835099.1
10044,JN835155.1
10045,JN845440.1
10046,JN845442.1
10047,JN845485.1
10048,JN854861.1
10049,JN860410.1
10050,JN865305.1
10051,JN865665.1
10052,JN865967.1
10053,JN866152.1
10054,JN866154.1
10055,JN866165.1
10056,JN867118.1
10057,JN869009.1
10058,JN873084.1
10059,JN883301.1
10060,JN886916.1
10061,JN887914.1
10062,JN986585.1
10063,JN998871.1
10064,JQ012777.1
10065,JQ033987.1
10066,JQ039978.1
10067,JQ041335.1
10068,JQ041340.1
10069,JQ045821.1
10070,JQ050970.1
10071,JQ053325.1
10072,JQ055238.1
10073,JQ057392.1
