"tax_id","parent_id","rank","tax_name","root","below_root","below_below_root","superkingdom","below_superkingdom","below_below_superkingdom","below_below_below_superkingdom","kingdom","below_kingdom","below_below_kingdom","below_below_below_kingdom","below_below_below_below_kingdom","subkingdom","phylum","below_phylum","below_below_phylum","subphylum","below_subphylum","below_below_subphylum","below_below_below_subphylum","below_below_below_below_subphylum","below_below_below_below_below_subphylum","below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_below_subphylum","below_below_below_below_below_below_below_below_below_below_below_subphylum","class","below_class","subclass","below_subclass","order","below_order","below_below_order","suborder","family","below_family","subfamily","below_subfamily","below_below_subfamily","below_below_below_subfamily","below_below_below_below_subfamily","tribe","subtribe","genus","below_genus","subgenus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies","varietas"
"213118","28221","order","Desulfobacterales","1","131567","","2","","","","","","","","","","1224","","","68525","","","","","","","","","","","","28221","","","","213118","","","","","","","","","","","","","","","","","","","","","","",""
"91347","1236","order","Enterobacterales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","91347","","","","","","","","","","","","","","","","","","","","","","",""
"526525","526524","order","Erysipelotrichales","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","526524","","","","526525","","","","","","","","","","","","","","","","","","","","","","",""
"72025","91835","order","Fabales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","72025","","","","","","","","","","","","","","","","","","","","","","",""
"3502","91835","order","Fagales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91835","","","","","3502","","","","","","","","","","","","","","","","","","","","","","",""
"203491","203490","order","Fusobacteriales","1","131567","","2","","","","","","","","","","32066","","","","","","","","","","","","","","","203490","","","","203491","","","","","","","","","","","","","","","","","","","","","","",""
"1028384","222543","order","Glomerellales","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","222543","","1028384","","","","","","","","","","","","","","","","","","","","","","",""
"5819","422676","order","Haemosporida","1","131567","","2759","33630","","","","","","","","","5794","","","","","","","","","","","","","","","422676","","","","5819","","","","","","","","","","","","","","","","","","","","","","",""
"1644055","183963","order","Haloferacales","1","131567","","2157","","","","","","","","","","28890","2290931","","","","","","","","","","","","","","183963","","","","1644055","","","","","","","","","","","","","","","","","","","","","","",""
"5178","147548","order","Helotiales","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147548","","","","5178","","","","","","","","","","","","","","","","","","","","","","",""
"5125","222543","order","Hypocreales","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715989","","","","","","","","","","147550","","222543","","5125","","","","","","","","","","","","","","","","","","","","","","",""
"5653","33682","order","Kinetoplastida","1","131567","","2759","33682","","","","","","","","","","","","","","","","","","","","","","","","","","","","5653","","","","","","","","","","","","","","","","","","","","","","",""
"186826","91061","order","Lactobacillales","1","131567","","2","1783272","","","","","","","","","1239","","","","","","","","","","","","","","","91061","","","","186826","","","","","","","","","","","","","","","","","","","","","","",""
"4143","91888","order","Lamiales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71274","91888","","","","","4143","","","","","","","","","","","","","","","","","","","","","","",""
"41938","91836","order","Malvales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","71240","91827","1437201","71275","91836","","","","","41938","","","","","","","","","","","","","","","","","","","","","","",""
"85006","1760","order","Micrococcales","1","131567","","2","1783272","","","","","","","","","201174","","","","","","","","","","","","","","","1760","","","","85006","","","","","","","","","","","","","","","","","","","","","","",""
"206351","28216","order","Neisseriales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","206351","","","","","","","","","","","","","","","","","","","","","","",""
"32003","28216","order","Nitrosomonadales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","28216","","","","32003","","","","","","","","","","","","","","","","","","","","","","",""
"1161","1117","order","Nostocales","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","","","1161","","","","","","","","","","","","","","","","","","","","","","",""
"135619","1236","order","Oceanospirillales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","135619","","","","","","","","","","","","","","","","","","","","","","",""
"33183","451871","order","Onygenales","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","","","","","","","","","","","147545","","451871","","33183","","","","","","","","","","","","","","","","","","","","","","",""
"2169561","10239","order","Ortervirales","1","","","10239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2169561","","","","","","","","","","","","","","","","","","","","","","",""
"1150","1301283","order","Oscillatoriales","1","131567","","2","1783272","1798711","","","","","","","","1117","","","","","","","","","","","","","","","","","1301283","","1150","","","","","","","","","","","","","","","","","","","","","","",""
"135625","1236","order","Pasteurellales","1","131567","","2","","","","","","","","","","1224","","","","","","","","","","","","","","","1236","","","","135625","","","","","","","","","","","","","","","","","","","","","","",""
"464095","2559587","order","Picornavirales","1","","","10239","2559587","","","","","","","","","","","","","","","","","","","","","","","","","","","","464095","","","","","","","","","","","","","","","","","","","","","","",""
"1446380","3313","order","Pinales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","1437180","","","","","","","","","3313","","1446380","","","","","","","","","","","","","","","","","","","","","","",""
"92860","451868","order","Pleosporales","1","131567","","2759","33154","","","4751","","","","","451864","4890","716545","","147538","716546","715962","","","","","","","","","","147541","","451868","","92860","","","","","","","","","","","","","","","","","","","","","","",""
"38820","4734","order","Poales","1","131567","","2759","","","","33090","","","","","","35493","","","131221","3193","58023","78536","58024","3398","1437183","","","","","","4447","","1437197","4734","38820","","","","","","","","","","","","","","","","","","","","","","",""
