index,SAMPLE_100008_1,SAMPLE_100008_2,SAMPLE_100008_3,SAMPLE_100137_1,SAMPLE_100137_2,SAMPLE_100137_3,SAMPLE_100177_1,SAMPLE_100177_2,SAMPLE_100177_3,SAMPLE_100200_1,SAMPLE_100200_2,SAMPLE_100200_3,SAMPLE_100206_1,SAMPLE_100206_2,SAMPLE_100206_3,SAMPLE_100217_1,SAMPLE_100217_2,SAMPLE_100217_3,SAMPLE_100248_1,SAMPLE_100248_2,SAMPLE_100248_3,SAMPLE_100255_1,SAMPLE_100255_2,SAMPLE_100255_3,SAMPLE_100256_1,SAMPLE_100256_2,SAMPLE_100256_3,SAMPLE_100257_1,SAMPLE_100257_2,SAMPLE_100257_3,SAMPLE_100261_1,SAMPLE_100261_2,SAMPLE_100261_3,SAMPLE_100267_1,SAMPLE_100267_2,SAMPLE_100267_3,SAMPLE_100306_1,SAMPLE_100306_2,SAMPLE_100306_3,SAMPLE_100337_1,SAMPLE_100337_2,SAMPLE_100337_3
4019,169.0,70.0,710.0,62.0,324,1384,2018.0,198.0,885.0,255.0,156,5244,4885,2.0,2589,356,8.0,433.0,76.0,408.0,18.0,524.0,2.0,128.0,2481.0,0.0,178.0,65.0,454.0,1223,4584.0,487,783,2.0,293.0,4.0,596,102.0,207.0,428.0,1277.0,2481.0
4020,174.0,73.0,743.0,63.0,342,1421,2085.0,204.0,899.0,238.0,159,5472,4946,2.0,2614,366,8.0,455.0,80.0,430.0,18.0,537.0,2.0,130.0,2597.0,0.0,204.0,65.0,471.0,1250,4782.0,502,803,2.0,302.0,4.0,618,106.0,214.0,447.0,1334.0,2522.0
4021,170.0,73.0,727.0,63.0,344,1434,2107.0,206.0,898.0,228.0,158,5517,4648,3.0,2552,368,8.0,458.0,80.0,428.0,3.0,518.0,2.0,154.0,2593.0,0.0,247.0,65.0,444.0,1263,4768.0,493,801,2.0,301.0,4.0,624,106.0,204.0,468.0,1345.0,2523.0
4022,169.0,74.0,711.0,58.0,344,1397,2085.0,204.0,896.0,225.0,157,5451,4653,2.0,2589,365,8.0,451.0,78.0,411.0,3.0,518.0,2.0,161.0,2657.0,0.0,258.0,65.0,435.0,1260,4574.0,494,798,2.0,260.0,4.0,620,104.0,201.0,462.0,1332.0,2475.0
4023,180.0,71.0,705.0,58.0,334,1329,2054.0,202.0,880.0,222.0,159,5326,4617,3.0,2596,358,8.0,446.0,77.0,405.0,3.0,507.0,2.0,163.0,2660.0,0.0,257.0,66.0,367.0,1152,4472.0,478,780,2.0,261.0,4.0,615,104.0,167.0,464.0,1318.0,2464.0
4024,160.0,74.0,633.0,59.0,335,1299,2020.0,198.0,894.0,226.0,159,5375,4665,2.0,2602,353,8.0,450.0,81.0,409.0,3.0,515.0,2.0,163.0,2636.0,0.0,259.0,65.0,375.0,1146,4348.0,478,776,2.0,265.0,3.0,623,105.0,170.0,452.0,1322.0,2483.0
4025,149.0,71.0,652.0,58.0,332,1257,2003.0,188.0,890.0,226.0,156,5236,4562,3.0,2504,354,8.0,453.0,68.0,400.0,2.0,515.0,2.0,161.0,2489.0,0.0,255.0,65.0,380.0,1073,4232.0,478,729,2.0,256.0,3.0,601,104.0,168.0,443.0,1123.0,2475.0
4026,139.0,72.0,654.0,58.0,320,1225,2013.0,186.0,888.0,233.0,158,5270,4518,3.0,2462,357,8.0,421.0,66.0,400.0,3.0,517.0,1.0,166.0,2472.0,0.0,256.0,67.0,376.0,1080,3845.0,403,697,2.0,216.0,3.0,587,103.0,167.0,406.0,1100.0,2486.0
4027,148.0,73.0,687.0,61.0,330,1215,2067.0,189.0,929.0,235.0,169,5468,4691,3.0,2572,357,8.0,438.0,62.0,404.0,2.0,535.0,1.0,166.0,2557.0,0.0,260.0,67.0,385.0,1120,3639.0,407,685,2.0,184.0,3.0,625,101.0,169.0,416.0,1122.0,2641.0
4028,150.0,74.0,649.0,61.0,327,1239,2056.0,182.0,927.0,236.0,161,5393,4680,3.0,2474,365,8.0,431.0,75.0,441.0,3.0,531.0,1.0,138.0,2530.0,0.0,259.0,67.0,387.0,1028,3635.0,402,680,2.0,186.0,3.0,616,105.0,143.0,407.0,1114.0,2661.0
4029,144.0,73.0,641.0,61.0,325,1249,2028.0,184.0,924.0,236.0,162,5448,4707,3.0,2435,358,8.0,428.0,71.0,441.0,4.0,527.0,1.0,135.0,2537.0,0.0,257.0,67.0,319.0,854,3658.0,404,694,2.0,183.0,3.0,621,105.0,141.0,405.0,1100.0,2651.0
4030,139.0,72.0,650.0,59.0,313,1268,1982.0,175.0,940.0,230.0,164,5430,4672,3.0,2432,348,9.0,426.0,76.0,432.0,8.0,492.0,1.0,138.0,2441.0,0.0,216.0,67.0,336.0,864,3783.0,426,747,2.0,197.0,8.0,621,104.0,141.0,384.0,1050.0,2531.0
4031,138.0,67.0,609.0,57.0,319,1295,1881.0,172.0,965.0,234.0,169,5353,4523,3.0,2357,338,8.0,394.0,77.0,414.0,9.0,553.0,1.0,140.0,2603.0,0.0,216.0,67.0,356.0,858,3788.0,443,758,1.0,185.0,8.0,598,103.0,140.0,390.0,1009.0,2538.0
4032,137.0,67.0,629.0,57.0,312,1291,1834.0,173.0,976.0,233.0,167,5346,4516,3.0,2357,341,8.0,400.0,82.0,408.0,10.0,578.0,1.0,135.0,2626.0,0.0,211.0,67.0,371.0,862,3887.0,468,771,1.0,189.0,11.0,596,104.0,140.0,387.0,1006.0,2525.0
4033,141.0,66.0,616.0,55.0,316,1310,1823.0,174.0,990.0,233.0,170,5358,4530,3.0,2385,341,8.0,398.0,83.0,414.0,9.0,583.0,1.0,140.0,2686.0,0.0,215.0,66.0,362.0,863,3843.0,473,769,1.0,191.0,11.0,599,105.0,147.0,384.0,1037.0,2548.0
4034,140.0,70.0,613.0,59.0,343,1351,1814.0,168.0,977.0,230.0,170,5344,4526,3.0,2383,338,10.0,398.0,83.0,408.0,10.0,580.0,1.0,143.0,2657.0,0.0,215.0,66.0,369.0,857,3821.0,459,759,1.0,191.0,11.0,588,104.0,148.0,381.0,1056.0,2538.0
4035,138.0,64.0,626.0,60.0,348,1366,1817.0,175.0,993.0,234.0,196,5650,4494,3.0,2414,342,11.0,336.0,85.0,418.0,9.0,595.0,1.0,144.0,2709.0,0.0,219.0,66.0,386.0,925,3821.0,460,776,1.0,189.0,11.0,592,104.0,150.0,383.0,976.0,2550.0
4036,144.0,68.0,677.0,60.0,359,1401,1868.0,178.0,992.0,235.0,207,5752,4574,4.0,2525,348,11.0,340.0,81.0,431.0,10.0,598.0,1.0,145.0,2779.0,0.0,223.0,61.0,389.0,907,3882.0,489,787,1.0,182.0,11.0,579,105.0,166.0,404.0,1013.0,2741.0
4037,161.0,77.0,751.0,61.0,394,1513,1982.0,222.0,1168.0,253.0,225,6323,7167,5.0,2820,320,34.0,312.0,91.0,421.0,10.0,587.0,1.0,144.0,3119.0,0.0,221.0,80.0,398.0,1172,4120.0,527,840,2.0,245.0,11.0,634,114.0,171.0,478.0,1041.0,2699.0
4038,163.0,81.0,754.0,62.0,393,1483,1996.0,220.0,1176.0,254.0,226,6347,7160,5.0,2809,311,35.0,262.0,89.0,423.0,8.0,569.0,1.0,146.0,3095.0,0.0,225.0,86.0,396.0,1169,4150.0,531,843,2.0,238.0,11.0,634,69.0,171.0,490.0,1090.0,2687.0
4039,167.0,81.0,752.0,64.0,394,1472,2024.0,222.0,1168.0,255.0,230,6474,7319,5.0,2887,324,34.0,261.0,91.0,414.0,10.0,566.0,1.0,141.0,3135.0,0.0,226.0,86.0,404.0,1163,4118.0,524,832,2.0,240.0,11.0,646,71.0,175.0,503.0,1091.0,2683.0
4040,172.0,88.0,850.0,67.0,402,1481,2063.0,226.0,1187.0,252.0,226,6653,7495,4.0,2982,330,35.0,263.0,92.0,425.0,10.0,725.0,1.0,149.0,3214.0,0.0,238.0,86.0,414.0,1164,4145.0,535,845,2.0,244.0,11.0,665,72.0,180.0,524.0,1106.0,2720.0
4041,167.0,87.0,837.0,64.0,395,1467,2056.0,219.0,1177.0,255.0,225,6663,7477,4.0,2992,336,35.0,263.0,91.0,421.0,10.0,726.0,1.0,147.0,3224.0,0.0,238.0,86.0,409.0,1217,4010.0,541,830,2.0,241.0,11.0,660,72.0,167.0,545.0,1084.0,2679.0
4042,171.0,86.0,835.0,64.0,394,1474,2067.0,217.0,1179.0,255.0,222,6667,7470,5.0,2998,343,35.0,265.0,90.0,403.0,11.0,733.0,1.0,145.0,3222.0,0.0,239.0,77.0,408.0,1232,3984.0,546,821,2.0,242.0,11.0,654,74.0,169.0,549.0,1087.0,2675.0
4043,171.0,89.0,866.0,65.0,396,1472,2081.0,211.0,1166.0,256.0,224,6744,7433,4.0,3005,346,35.0,262.0,89.0,382.0,11.0,658.0,1.0,151.0,3233.0,0.0,239.0,79.0,410.0,1139,3886.0,527,810,2.0,244.0,11.0,660,74.0,170.0,565.0,1120.0,2621.0
4044,176.0,87.0,904.0,63.0,402,1475,2100.0,211.0,1167.0,258.0,223,6822,7431,5.0,3019,350,34.0,286.0,90.0,397.0,11.0,699.0,1.0,154.0,3280.0,0.0,239.0,78.0,413.0,1144,3836.0,539,807,2.0,245.0,11.0,659,83.0,179.0,575.0,1140.0,2636.0
4045,174.0,93.0,927.0,65.0,406,1493,2106.0,212.0,1201.0,256.0,228,6895,7466,5.0,3044,364,34.0,290.0,90.0,408.0,11.0,701.0,1.0,158.0,3332.0,0.0,239.0,107.0,418.0,1341,3456.0,540,766,2.0,247.0,11.0,667,84.0,242.0,578.0,1153.0,2634.0
4046,173.0,90.0,934.0,64.0,401,1488,2102.0,211.0,1267.0,257.0,226,6940,7430,5.0,2999,364,33.0,292.0,90.0,404.0,11.0,704.0,1.0,167.0,3299.0,0.0,239.0,111.0,415.0,1346,3408.0,572,759,2.0,242.0,11.0,671,83.0,246.0,569.0,1153.0,2619.0
4047,171.0,93.0,945.0,64.0,398,1491,2092.0,213.0,1272.0,253.0,230,6984,7430,5.0,3026,359,33.0,283.0,90.0,414.0,10.0,709.0,1.0,184.0,3263.0,0.0,234.0,111.0,407.0,1336,3503.0,581,775,2.0,244.0,11.0,679,94.0,243.0,571.0,1153.0,2609.0
4048,169.0,97.0,958.0,59.0,405,1527,2072.0,214.0,1277.0,257.0,230,7018,7490,5.0,3086,362,34.0,350.0,91.0,439.0,12.0,645.0,1.0,185.0,3288.0,0.0,233.0,114.0,430.0,1342,3557.0,587,780,2.0,245.0,12.0,692,98.0,263.0,599.0,1157.0,2676.0
4049,170.0,96.0,968.0,62.0,398,1547,2053.0,214.0,1284.0,258.0,233,7094,7445,4.0,3062,368,33.0,357.0,93.0,441.0,12.0,644.0,1.0,183.0,3325.0,0.0,240.0,113.0,406.0,1368,3628.0,584,773,2.0,247.0,11.0,682,99.0,262.0,606.0,1124.0,2723.0
4050,170.0,94.0,937.0,61.0,392,1566,2066.0,209.0,1260.0,252.0,230,6937,7368,4.0,3023,362,36.0,344.0,89.0,443.0,12.0,640.0,1.0,186.0,3188.0,0.0,231.0,113.0,389.0,1337,3481.0,579,745,2.0,250.0,12.0,670,96.0,252.0,588.0,1095.0,2628.0
4051,172.0,95.0,946.0,59.0,393,1571,2084.0,212.0,1266.0,255.0,229,7025,7450,4.0,3062,364,36.0,343.0,91.0,453.0,12.0,644.0,1.0,182.0,3250.0,0.0,236.0,113.0,409.0,1344,3548.0,585,744,2.0,261.0,13.0,680,102.0,255.0,589.0,1119.0,2682.0
4052,173.0,100.0,951.0,58.0,402,1569,2210.0,217.0,1279.0,247.0,232,6954,7402,5.0,3031,362,40.0,350.0,92.0,453.0,12.0,645.0,1.0,184.0,3328.0,0.0,234.0,112.0,404.0,1347,3611.0,599,755,2.0,272.0,13.0,690,102.0,259.0,609.0,1113.0,2711.0
4053,176.0,101.0,984.0,60.0,399,1594,2266.0,221.0,1295.0,259.0,231,7074,7393,6.0,3057,370,41.0,355.0,93.0,458.0,12.0,643.0,1.0,185.0,3387.0,0.0,238.0,114.0,412.0,1362,3677.0,601,770,2.0,280.0,13.0,702,103.0,262.0,621.0,1129.0,2735.0
4054,181.0,100.0,957.0,63.0,398,1606,2263.0,218.0,1276.0,256.0,232,7070,7235,6.0,2968,371,41.0,356.0,92.0,459.0,12.0,641.0,1.0,181.0,3433.0,0.0,238.0,113.0,411.0,1357,3681.0,588,771,2.0,287.0,13.0,699,101.0,260.0,628.0,1074.0,2707.0
4055,182.0,98.0,959.0,62.0,400,1636,2213.0,210.0,1260.0,255.0,236,7036,7234,6.0,3015,365,41.0,346.0,92.0,446.0,12.0,638.0,1.0,183.0,3411.0,0.0,238.0,113.0,404.0,1401,3648.0,587,758,2.0,290.0,12.0,692,102.0,260.0,627.0,1067.0,2686.0
4056,190.0,96.0,996.0,63.0,409,1637,2287.0,217.0,1310.0,252.0,237,7164,7322,6.0,3045,367,41.0,351.0,93.0,466.0,12.0,640.0,1.0,183.0,3448.0,0.0,245.0,113.0,415.0,1483,3766.0,580,739,2.0,302.0,13.0,693,100.0,261.0,669.0,1085.0,2596.0
4057,194.0,97.0,1021.0,64.0,401,1655,2241.0,209.0,1363.0,253.0,237,7119,7364,6.0,3107,363,41.0,351.0,93.0,475.0,12.0,618.0,2.0,184.0,3435.0,0.0,250.0,114.0,417.0,1496,3812.0,586,759,2.0,295.0,13.0,689,98.0,263.0,686.0,1083.0,2600.0
4058,196.0,95.0,1020.0,64.0,402,1670,2231.0,205.0,1330.0,246.0,240,7040,7285,5.0,3068,366,41.0,352.0,93.0,479.0,12.0,603.0,2.0,186.0,3416.0,0.0,250.0,115.0,384.0,1537,3794.0,578,765,2.0,293.0,13.0,696,100.0,260.0,707.0,1084.0,2598.0
4059,197.0,95.0,912.0,63.0,401,1671,2181.0,219.0,1344.0,276.0,242,7065,7161,6.0,3019,368,41.0,298.0,103.0,479.0,12.0,608.0,2.0,185.0,3366.0,0.0,251.0,104.0,414.0,1601,3782.0,547,785,2.0,300.0,12.0,713,101.0,262.0,692.0,1070.0,2523.0
4060,195.0,95.0,894.0,64.0,407,1714,2105.0,216.0,1315.0,276.0,240,6544,7063,5.0,2964,364,41.0,301.0,103.0,510.0,16.0,610.0,2.0,186.0,3365.0,0.0,249.0,106.0,405.0,1620,3859.0,551,771,2.0,318.0,13.0,698,101.0,260.0,655.0,1090.0,2489.0
4061,195.0,86.0,898.0,61.0,395,1597,1973.0,191.0,1266.0,285.0,238,6240,6885,6.0,2916,366,40.0,298.0,101.0,527.0,24.0,579.0,2.0,186.0,3282.0,0.0,214.0,106.0,398.0,1473,3764.0,514,734,2.0,325.0,13.0,726,87.0,246.0,697.0,1036.0,2485.0
4062,203.0,85.0,846.0,59.0,389,1579,1897.0,187.0,1325.0,284.0,236,6056,6891,5.0,2889,380,40.0,300.0,99.0,528.0,27.0,579.0,2.0,182.0,3240.0,0.0,214.0,104.0,403.0,1379,3694.0,497,713,2.0,311.0,16.0,722,86.0,256.0,693.0,913.0,2496.0
4063,199.0,84.0,828.0,56.0,388,1576,1882.0,191.0,1322.0,289.0,235,5828,6856,3.0,2846,364,42.0,357.0,101.0,529.0,23.0,576.0,2.0,183.0,3157.0,0.0,215.0,104.0,400.0,1366,3622.0,505,706,2.0,310.0,19.0,714,87.0,250.0,661.0,906.0,2486.0
4064,199.0,85.0,870.0,54.0,377,1478,1792.0,181.0,1284.0,263.0,234,5850,6736,6.0,2861,370,40.0,355.0,100.0,469.0,25.0,577.0,2.0,184.0,3124.0,0.0,214.0,104.0,384.0,1313,3388.0,474,699,2.0,315.0,19.0,723,86.0,261.0,683.0,906.0,2492.0
4065,189.0,85.0,875.0,53.0,372,1523,1821.0,181.0,1274.0,282.0,236,5902,6781,5.0,2914,371,42.0,358.0,100.0,460.0,28.0,578.0,2.0,182.0,3122.0,0.0,223.0,104.0,389.0,1345,3332.0,472,698,2.0,325.0,20.0,734,85.0,259.0,700.0,910.0,2609.0
4066,195.0,91.0,875.0,54.0,378,1519,1857.0,185.0,1187.0,287.0,230,5916,6764,6.0,2891,368,40.0,357.0,99.0,452.0,28.0,579.0,2.0,181.0,3197.0,0.0,224.0,105.0,385.0,1342,3478.0,469,702,2.0,328.0,19.0,724,81.0,247.0,691.0,906.0,2639.0
4067,186.0,85.0,872.0,54.0,375,1525,1888.0,199.0,1200.0,292.0,226,5930,6718,5.0,2939,380,41.0,360.0,92.0,436.0,29.0,578.0,2.0,185.0,3159.0,0.0,225.0,101.0,370.0,1351,3553.0,460,705,2.0,338.0,19.0,737,75.0,249.0,668.0,949.0,2698.0
4068,188.0,90.0,890.0,57.0,394,1544,1885.0,202.0,1177.0,258.0,231,6080,6595,4.0,2985,377,41.0,360.0,103.0,422.0,38.0,580.0,2.0,181.0,3196.0,0.0,221.0,104.0,381.0,1390,3736.0,431,709,2.0,348.0,20.0,754,75.0,253.0,648.0,1072.0,2472.0
4069,186.0,90.0,872.0,58.0,395,1545,1905.0,217.0,1206.0,268.0,222,6059,6581,5.0,2985,379,42.0,359.0,101.0,418.0,39.0,576.0,2.0,179.0,3186.0,0.0,220.0,104.0,361.0,1387,3767.0,431,710,2.0,356.0,20.0,748,72.0,249.0,652.0,1115.0,2486.0
4070,178.0,91.0,872.0,58.0,402,1504,1972.0,220.0,1221.0,238.0,222,6071,6498,5.0,2953,376,41.0,299.0,111.0,417.0,38.0,585.0,3.0,191.0,3222.0,0.0,221.0,102.0,358.0,1327,3750.0,433,669,2.0,358.0,20.0,744,75.0,249.0,658.0,1081.0,2463.0
4071,188.0,92.0,906.0,59.0,389,1532,2062.0,216.0,1256.0,227.0,217,6140,6502,5.0,2905,381,41.0,300.0,111.0,405.0,43.0,590.0,3.0,194.0,3261.0,0.0,223.0,105.0,379.0,1354,3723.0,447,675,3.0,373.0,22.0,737,74.0,252.0,678.0,1159.0,2553.0
4072,187.0,92.0,923.0,59.0,389,1567,2103.0,218.0,1236.0,257.0,208,6033,6229,5.0,2753,370,42.0,303.0,111.0,408.0,42.0,595.0,3.0,188.0,3239.0,0.0,224.0,98.0,374.0,1334,3692.0,445,703,3.0,380.0,22.0,713,82.0,253.0,679.0,1174.0,2387.0
4073,190.0,84.0,873.0,51.0,375,1478,2031.0,212.0,1168.0,260.0,194,5860,6420,4.0,2962,369,40.0,268.0,112.0,407.0,43.0,590.0,3.0,159.0,3274.0,1.0,224.0,110.0,360.0,1336,3464.0,429,686,2.0,356.0,22.0,731,89.0,241.0,653.0,1144.0,2086.0
4074,190.0,82.0,874.0,53.0,368,1507,2057.0,207.0,1180.0,264.0,191,5924,6477,4.0,3076,370,42.0,269.0,110.0,399.0,43.0,602.0,3.0,155.0,3389.0,1.0,220.0,121.0,358.0,1347,3518.0,440,686,2.0,365.0,22.0,745,88.0,239.0,662.0,1166.0,2119.0
4075,192.0,79.0,896.0,53.0,373,1497,2099.0,212.0,1199.0,268.0,190,5958,6555,4.0,3110,355,43.0,261.0,114.0,396.0,43.0,620.0,3.0,141.0,3331.0,1.0,225.0,102.0,342.0,1367,3535.0,432,656,2.0,367.0,22.0,762,94.0,243.0,677.0,1179.0,2098.0
4076,197.0,89.0,891.0,49.0,373,1503,2133.0,213.0,1204.0,320.0,195,5941,6535,4.0,3195,366,41.0,261.0,113.0,398.0,40.0,643.0,3.0,184.0,3422.0,2.0,234.0,96.0,356.0,1317,3871.0,449,671,2.0,362.0,22.0,782,100.0,242.0,732.0,1230.0,2183.0
4077,199.0,100.0,969.0,53.0,383,1585,2188.0,222.0,1258.0,342.0,194,6229,6680,4.0,3284,390,43.0,264.0,115.0,415.0,51.0,668.0,4.0,235.0,3617.0,2.0,240.0,98.0,378.0,1331,4169.0,460,685,2.0,371.0,22.0,815,100.0,258.0,758.0,1245.0,2454.0
4078,200.0,102.0,1039.0,56.0,379,1649,2223.0,221.0,1302.0,338.0,198,6355,6632,5.0,3280,399,42.0,270.0,136.0,450.0,52.0,679.0,4.0,235.0,3739.0,2.0,377.0,99.0,390.0,1328,4495.0,501,708,2.0,405.0,22.0,878,111.0,272.0,808.0,1247.0,2443.0
4079,197.0,104.0,1053.0,54.0,380,1675,2268.0,226.0,1328.0,338.0,201,6423,6489,5.0,3233,374,42.0,255.0,136.0,443.0,57.0,713.0,3.0,237.0,3736.0,2.0,375.0,97.0,392.0,1313,4498.0,518,708,2.0,397.0,22.0,869,112.0,274.0,814.0,1232.0,2300.0
4080,198.0,106.0,1107.0,49.0,390,1736,2345.0,231.0,1387.0,337.0,210,6597,6710,4.0,3361,391,43.0,310.0,139.0,453.0,60.0,755.0,4.0,263.0,3861.0,2.0,379.0,102.0,430.0,1324,4675.0,522,729,2.0,401.0,22.0,897,114.0,276.0,837.0,1244.0,2228.0
4081,197.0,109.0,1159.0,50.0,397,1762,2386.0,232.0,1404.0,330.0,211,6607,6694,5.0,3391,395,43.0,310.0,140.0,455.0,80.0,758.0,4.0,263.0,3843.0,2.0,378.0,98.0,429.0,1331,4742.0,529,741,3.0,401.0,22.0,916,114.0,278.0,849.0,1254.0,2224.0
4082,192.0,108.0,1102.0,51.0,405,1762,2358.0,234.0,1422.0,320.0,206,6621,7054,5.0,3602,398,42.0,309.0,142.0,456.0,83.0,774.0,4.0,262.0,3831.0,2.0,383.0,101.0,430.0,1284,4831.0,534,731,3.0,389.0,22.0,926,113.0,278.0,843.0,1245.0,2156.0
4083,196.0,110.0,1126.0,50.0,410,1791,2408.0,237.0,1449.0,320.0,209,6621,7116,4.0,3654,399,42.0,321.0,142.0,494.0,82.0,784.0,4.0,262.0,3882.0,2.0,384.0,102.0,439.0,1296,4957.0,546,730,3.0,388.0,22.0,907,114.0,276.0,845.0,1254.0,2068.0
4084,186.0,106.0,1106.0,48.0,424,1830,2346.0,237.0,1449.0,391.0,210,6579,6918,3.0,3624,388,42.0,328.0,112.0,469.0,84.0,767.0,4.0,259.0,3912.0,2.0,378.0,98.0,423.0,1283,4950.0,542,756,3.0,385.0,21.0,922,110.0,260.0,849.0,1289.0,2133.0
4085,177.0,104.0,1054.0,47.0,422,1816,2257.0,250.0,1426.0,367.0,208,6357,6798,4.0,3488,364,37.0,277.0,110.0,432.0,84.0,697.0,4.0,260.0,3764.0,3.0,366.0,99.0,375.0,1269,4883.0,558,685,3.0,368.0,21.0,901,115.0,259.0,834.0,1166.0,1975.0
4086,185.0,109.0,1073.0,45.0,424,1805,2271.0,262.0,1453.0,370.0,212,6610,6993,4.0,3439,366,39.0,274.0,115.0,432.0,83.0,690.0,4.0,260.0,3881.0,3.0,365.0,100.0,397.0,1220,5090.0,548,689,4.0,387.0,22.0,936,114.0,262.0,880.0,1192.0,2032.0
4087,180.0,104.0,1044.0,55.0,420,1851,2300.0,264.0,1433.0,345.0,210,6501,7147,4.0,3441,360,36.0,317.0,119.0,411.0,82.0,668.0,4.0,256.0,3732.0,3.0,361.0,91.0,399.0,1176,5132.0,545,728,5.0,382.0,22.0,938,117.0,286.0,868.0,1171.0,2027.0
4088,185.0,106.0,1118.0,63.0,439,2021,2470.0,271.0,1439.0,352.0,220,6764,7072,4.0,3401,353,39.0,360.0,113.0,439.0,81.0,653.0,3.0,236.0,3879.0,3.0,367.0,97.0,451.0,1337,5456.0,526,790,5.0,387.0,23.0,936,117.0,278.0,918.0,1133.0,2236.0
4089,255.0,142.0,1276.0,97.0,605,2901,3117.0,324.0,1600.0,526.0,301,7657,7028,3.0,3388,502,40.0,531.0,133.0,502.0,83.0,762.0,5.0,258.0,4943.0,3.0,546.0,101.0,743.0,1704,6411.0,633,971,5.0,556.0,33.0,1067,119.0,368.0,1283.0,2124.0,4065.0
4090,278.0,176.0,1296.0,119.0,693,3249,3217.0,335.0,1715.0,667.0,324,7709,6918,4.0,3305,535,39.0,672.0,240.0,825.0,85.0,1173.0,6.0,318.0,5956.0,4.0,604.0,103.0,778.0,2034,7785.0,1017,1621,5.0,637.0,46.0,1101,119.0,434.0,1355.0,2570.0,5168.0
4091,288.0,176.0,1348.0,120.0,712,3359,3359.0,343.0,1765.0,658.0,326,7621,7756,6.0,6635,549,40.0,671.0,247.0,859.0,104.0,1191.0,6.0,344.0,5889.0,4.0,570.0,104.0,781.0,2047,7756.0,1018,1631,5.0,675.0,55.0,1136,117.0,432.0,1327.0,2562.0,5200.0
4092,289.0,177.0,1392.0,122.0,714,3392,3448.0,349.0,1764.0,667.0,330,7741,7823,6.0,6771,553,39.0,679.0,251.0,875.0,105.0,1229.0,6.0,342.0,5978.0,4.0,567.0,104.0,774.0,2123,7653.0,1001,1609,5.0,698.0,55.0,1143,163.0,434.0,1312.0,2544.0,5129.0
4093,311.0,189.0,1410.0,124.0,724,3474,3643.0,381.0,1849.0,671.0,337,7789,7932,6.0,6923,565,42.0,687.0,245.0,883.0,106.0,1289.0,6.0,384.0,6166.0,4.0,568.0,101.0,780.0,2210,7733.0,1047,1625,6.0,733.0,54.0,1163,165.0,440.0,1337.0,2585.0,5191.0
4094,324.0,204.0,1479.0,128.0,785,3580,3967.0,416.0,2010.0,745.0,343,7827,7843,8.0,7164,564,42.0,685.0,256.0,919.0,105.0,1332.0,8.0,382.0,6879.0,5.0,772.0,134.0,913.0,2395,7887.0,1154,1797,8.0,778.0,57.0,1237,166.0,484.0,1460.0,3147.0,5531.0
4095,325.0,198.0,1502.0,127.0,746,3500,3955.0,399.0,1988.0,727.0,349,7692,7630,8.0,6903,561,42.0,679.0,248.0,890.0,105.0,1302.0,9.0,383.0,7166.0,4.0,817.0,147.0,1123.0,2709,7614.0,1198,1820,7.0,759.0,54.0,1240,172.0,480.0,1585.0,3253.0,5549.0
4096,386.0,207.0,1615.0,139.0,804,3638,4398.0,471.0,2199.0,770.0,365,7893,7889,10.0,7280,558,42.0,668.0,272.0,931.0,105.0,1417.0,9.0,417.0,7827.0,5.0,952.0,157.0,1326.0,3137,7853.0,1296,1927,8.0,788.0,57.0,1516,202.0,518.0,1692.0,3763.0,5955.0
4097,379.0,212.0,1651.0,138.0,794,3602,4410.0,470.0,2183.0,750.0,367,7858,7864,10.0,7240,598,42.0,726.0,265.0,916.0,104.0,1413.0,8.0,411.0,7712.0,5.0,933.0,157.0,1345.0,3098,7860.0,1284,1925,7.0,780.0,56.0,1517,204.0,512.0,1714.0,3757.0,5875.0
4098,371.0,205.0,1623.0,135.0,785,3560,4355.0,465.0,2167.0,746.0,362,7586,7762,10.0,7188,596,45.0,730.0,261.0,898.0,102.0,1412.0,7.0,406.0,7635.0,5.0,921.0,150.0,1323.0,3036,7751.0,1270,1930,8.0,770.0,55.0,1507,208.0,500.0,1704.0,3853.0,5838.0
4099,376.0,205.0,1640.0,137.0,783,3581,4386.0,473.0,2155.0,746.0,348,7552,7731,10.0,7248,611,46.0,745.0,260.0,911.0,106.0,1420.0,9.0,410.0,7633.0,5.0,939.0,154.0,1334.0,3077,7735.0,1277,1949,8.0,782.0,56.0,1493,210.0,510.0,1711.0,3895.0,5760.0
4100,388.0,212.0,1683.0,137.0,806,3653,4449.0,478.0,2206.0,769.0,355,7666,7797,10.0,7360,634,47.0,835.0,267.0,927.0,106.0,1420.0,9.0,413.0,7776.0,5.0,951.0,155.0,1372.0,3139,7838.0,1315,1986,8.0,784.0,57.0,1531,211.0,519.0,1753.0,4022.0,5844.0
4101,387.0,207.0,1682.0,138.0,812,3674,4423.0,479.0,2209.0,769.0,358,7774,7744,10.0,7468,647,47.0,835.0,264.0,942.0,104.0,1439.0,9.0,419.0,7736.0,5.0,951.0,155.0,1369.0,3140,7884.0,1323,2010,8.0,803.0,57.0,1544,211.0,517.0,1756.0,4055.0,5821.0
